category,job_title,job_skill_set
FINANCE,Finance Associate,"['financial analysis', 'excel', 'financial reporting', 'accounting knowledge', 'data sourcing', 'risk revenue estimation', 'business development pricing', 'teamwork', 'problem solving', 'communication', 'adaptability', 'intellectual curiosity', 'ownership', 'attention to detail', 'critical thinking', 'positive attitude', 'learning and development', 'forecast modeling', 'powerpoint', 'roi analysis']"
FINANCE,"Analyst, Finance Change Management","['project management', 'financial analysis', 'data management', 'microsoft excel', 'microsoft powerpoint', 'microsoft word', 'communication', 'relationship management', 'teamwork', 'proactive', 'self-starter', 'prioritization', 'collaboration', 'presentation skills']"
FINANCE,Director of Finance,"['budget planning', 'monthly reporting', 'communication', 'teamwork', 'resilience', 'integrity', 'flexibility', 'analytical skills', 'self-responsibility', 'ability to set priorities', 'project controlling', 'international accounting', 'german gaap', 'erp systems (sap)', 'ms excel', 'forecasting methods', 'persuasiveness', 'curiosity']"
FINANCE,"Director, Global Client Finance","['financial analysis', 'profitability analysis', 'microsoft excel', 'reporting', 'data analysis', 'communication', 'team management', 'problem solving', 'time management', 'adaptability', 'professionalism', 'self-confidence', 'resilience', 'integrity', 'proactivity', 'attention to detail', 'tolerance for ambiguity', 'contract development', 'compensation modeling', 'media planning', 'hyperion']"
FINANCE,D365 Finance Business Analyst,"['finance business analysis', 'documentation', 'project management', 'communication', 'analytical skills', 'problem solving', 'collaboration', 'microsoft dynamics 365 f&sc', 'power bi', 'integration methodologies', 'reporting tools', 'microsoft office 365 suite', 'd365 f&sc modules (gl, ap, ar, cash management, fixed assets, project management & accounting)', 'testing and validation', 'configuration of flows and workflows', 'time management', 'detail-oriented', 'independence', 'adaptability to new technologies']"
FINANCE,"Finance Analyst (Job #247) ($77,056 - $85,028)","['budgeting', 'financial reporting', 'microsoft excel (advanced)', 'fiscal management software', 'communication', 'interpersonal skills', 'problem solving', 'attention to detail', 'teamwork', 'time management', 'adaptability', 'strategic thinking', 'financial analysis', 'financial modeling', 'gaap knowledge', 'risk management', 'data analysis', 'financial statement analysis', 'confidentiality', 'facilitation skills']"
FINANCE,Oracle Finance Solution Expert (CoE Expert),"['oracle finance', 'general ledger (gl)', 'accounts payable (ap)', 'accounts receivable (ar)', 'fixed assets (fa)', 'leadership', 'customer relationship management', 'presentation skills', 'communication', 'collaboration', 'problem solving', 'solution architecture', 'pre-sales activity', 'oracle cloud (fusion) finance', 'accounting hub cloud (ahc)', 'enterprise performance management solutions', 'requirements gathering', 'business development']"
FINANCE,Portfolio Analyst-Finance (Indiana: Hybrid/Remote),"['financial analysis', 'data analysis', 'microsoft excel', 'analytical thinking', 'collaboration', 'communication', 'problem solving', 'attention to detail', 'time management', 'relationship building', 'independence', 'project management', 'budget forecasting', 'contract management', 'workday']"
FINANCE,Finance Manager,"['cost accounting', 'financial analysis', 'budgeting', 'forecasting', 'data analysis', 'financial reporting', 'process improvement', 'people management', ""bachelor's degree in accounting or finance"", 'communication', 'teamwork', 'problem solving', 'adaptability', 'leadership', 'passion to learn and grow', 'inventory reporting']"
FINANCE,"Sr Manager, Distribution Finance","['budgeting', 'financial analysis', 'gaap', 'erp (sap)', 'microsoft excel', 'accounting', 'cost management', 'internal controls', 'auditing', 'leadership', 'problem solving', 'communication', 'teamwork', 'time management', 'analytical thinking', 'coaching', 'adaptability', 'financial planning', 'hyperion']"
FINANCE,Sr. Finance Systems Specialist,"['project management', 'collaboration', 'problem solving', 'communication', 'training and support', 'risk management', 'finance and accounting systems', 'process architecture', 'system implementation', 'workday', 'accounting center', 'prism', 'fp&a systems', 'it general controls']"
FINANCE,Director of Finance,"['financial analysis', 'accounting principles', 'financial reporting', 'forecasting', 'data analysis', 'communication', 'problem solving', 'interpersonal skills', 'budgeting', 'regulatory compliance', 'financial modeling', 'erp software', 'leadership', 'mentoring', 'team management', 'strategic thinking', 'decision making']"
FINANCE,Finance Manager BUF Vision MEDCEE,"['financial leadership', 'financial analysis', 'project management', 'communication', 'interpersonal skills', 'teamwork', 'problem solving', 'time management', 'adaptability', 'leadership', 'strategic thinking', 'collaboration', 'p&l management', 'budget planning', 'financial reporting', 'us gaap accounting', 'sarbanes-oxley compliance', 'internal controls', 'business case development', 'cultural awareness']"
FINANCE,"Financial Analyst, Motion Picture Finance","['financial analysis', 'budgeting', 'accounting knowledge', 'ms excel', 'variance reconciliation', 'p&l analysis', 'problem solving', 'communication', 'initiative', 'cross-functional teamwork', 'independence', 'interpersonal skills', 'project management', 'cash forecasting', 'sap knowledge', 'film models maintenance', 'ad hoc analysis']"
FINANCE,Billing Analyst - Finance,"['accounting principles', 'general ledger reconciliation', 'financial reporting', 'billing systems', 'microsoft office', 'analytical skills', 'communication', 'problem solving', 'teamwork', 'attention to detail', 'organizational skills', 'independent work', 'interpersonal skills', 'critical thinking', 'gaap', 'deltek/costpoint software', 'financial systems', 'government regulations']"
BUSINESS-DEVELOPMENT,Business Development Manager - VMS/MSP,"['business development', 'proposal development', 'communication', 'negotiation', 'relationship building', 'stakeholder management', 'self-motivation', 'results-oriented', 'team collaboration', 'msp', 'vms', 'crm software', 'market analysis', 'competitive intelligence']"
BUSINESS-DEVELOPMENT,Business Development Specialist,"['business operations', 'insurance knowledge', 'microsoft office suite', 'transactional support', 'data analysis', 'communication', 'teamwork', 'problem-solving', 'interpersonal skills', 'flexibility', 'organizational skills', 'relationship development', 'guidewire platform', 'keyboard entry (50 wpm)']"
BUSINESS-DEVELOPMENT,Business Development Executive (Delaware & Maryland),"['business process improvement', 'relationship management', 'sales strategy development', 'customer acquisition', 'data analysis', 'communication', 'interpersonal skills', 'resilience', 'multi-tasking', 'independence', 'problem solving', 'organizational skills', 'market analytics', 'territory management']"
BUSINESS-DEVELOPMENT,Business Development Assistant - Grocery,"['vendor negotiation', 'communication', 'customer service', 'collaboration', 'organization', 'time management', 'problem solving', 'adaptability', 'decision making', 'interpersonal skills', 'ability to work under pressure', 'ability to manage multiple priorities', 'data entry', 'merchandising software systems', 'ms excel', 'ecommerce', 'basic analysis', 'product information data flow']"
BUSINESS-DEVELOPMENT,Business Development Manager,"['business development', 'sales strategies', 'lead generation', 'negotiation', 'presentation skills', 'customer relationship management', 'market analysis', 'communication', 'team collaboration', 'problem solving', 'flexibility', 'influence', 'listening', 'adaptability', 'time management', 'customer focus', 'creativity', 'iot market trends', 'embedded/edge technologies', 'pipeline management']"
BUSINESS-DEVELOPMENT,"Manager, Business Development and Accounts (PR Agency)","['business development', 'project management', 'digital marketing', 'vendor management', 'teamwork', 'communication', 'organizational skills', 'problem solving', 'adaptability', 'relationship building', 'media relations', 'public relations', 'crm management', 'proposal development', 'communications strategy', 'creative content development', 'health/life sciences knowledge', 'education sector knowledge', 'renewable energy knowledge', 'pmp certification', 'sense of humor', 'passion for purpose-driven work']"
BUSINESS-DEVELOPMENT,Business Development Associate,"['lead generation', 'data analysis', 'sales techniques', 'market research', 'communication tools', 'team collaboration', 'adaptability', 'problem solving', 'time management', 'interpersonal skills', 'customer engagement', 'crm software', 'presentation skills', 'enthusiasm']"
BUSINESS-DEVELOPMENT,Business Development Manager,"['crm', 'microsoft word', 'microsoft excel', 'microsoft powerpoint', 'project management', 'marketing', 'data analysis', 'communication', 'organization', 'attention to detail', 'networking', 'collaboration', 'problem solving', 'adaptability', 'business intelligence tools']"
BUSINESS-DEVELOPMENT,Retirement Plan Services Internal Business Development Consultant,"['critical thinking', 'problem-solving', 'client-focused mindset', 'relationship building', 'effective communication', 'adaptability', 'teamwork', 'financial services experience', 'crps designation', 'financial license series 65', 'retirement plan knowledge', 'microsoft word', 'microsoft excel', 'microsoft powerpoint', 'microsoft outlook', 'salesforce', 'attention to detail', 'process driven']"
BUSINESS-DEVELOPMENT,"Business Development Manager, Facial- Allergan Aesthetics Sugar Land, TX","['marketing principles', 'analytical skills', 'product knowledge', 'business development', 'communication', 'interpersonal skills', 'problem solving', 'strategic thinking', 'team collaboration', 'adaptability', 'time management', 'customer focus', 'leadership', 'medical sales', 'consultative selling', 'contract negotiation', 'financial management', 'excel', 'word', 'powerpoint', 'conflict resolution']"
